physics,chemistry,maths,biology,total,stream,rank
45,80,33,0,158,PCM,49461
81,98,0,49,228,PCB,8062
55,55,51,0,161,PCM,47083
55,36,38,0,129,PCM,84186
62,94,0,35,191,PCB,28991
68,84,0,92,244,PCB,3707
97,66,0,90,253,PCB,1848
44,30,0,88,162,PCB,69546
95,39,92,0,226,PCM,6632
79,42,0,56,177,PCB,46620
73,86,100,0,259,PCM,1641
87,33,95,0,215,PCM,8446
56,87,0,96,239,PCB,6689
68,24,0,46,138,PCB,111023
32,47,88,0,167,PCM,40251
62,64,66,0,192,PCM,19228
60,55,0,75,190,PCB,31827
74,88,48,0,210,PCM,9078
65,40,0,35,140,PCB,106765
76,26,0,30,132,PCB,121899
38,56,76,0,170,PCM,37387
85,36,20,0,141,PCM,71366
22,68,0,93,183,PCB,38895
90,42,0,36,168,PCB,60605
49,65,0,100,214,PCB,11192
54,25,52,0,131,PCM,80912
84,99,0,22,205,PCB,18816
51,36,0,66,153,PCB,84896
33,69,97,0,199,PCM,15494
62,81,29,0,172,PCM,35959
80,64,0,72,216,PCB,13212
52,48,0,26,126,PCB,129515
86,100,0,84,270,PCB,329
76,47,0,21,144,PCB,102517
67,63,87,0,217,PCM,8774
78,44,0,30,152,PCB,87604
97,20,0,75,192,PCB,26613
24,47,0,93,164,PCB,65256
73,66,0,58,197,PCB,24088
68,91,27,0,186,PCM,23528
36,20,0,57,113,PCB,147817
96,92,95,0,283,PCM,26
90,36,74,0,200,PCM,14423
76,62,36,0,174,PCM,33710
47,53,0,100,200,PCB,22523
53,85,0,89,227,PCB,7481
82,60,0,80,222,PCB,11067
44,61,0,37,142,PCB,103771
28,98,0,28,154,PCB,81604
85,94,0,87,266,PCB,2774
53,44,0,99,196,PCB,23976
89,58,0,53,200,PCB,22450
33,99,59,0,191,PCM,19494
94,35,0,82,211,PCB,13925
33,57,0,37,127,PCB,128887
42,93,72,0,207,PCM,10973
79,78,0,28,185,PCB,35589
92,93,0,95,280,PCB,285
69,94,90,0,253,PCM,1561
39,72,90,0,201,PCM,14621
87,27,0,52,166,PCB,63795
41,39,43,0,123,PCM,89741
69,69,0,51,189,PCB,29991
65,35,0,38,138,PCB,112867
26,45,0,59,130,PCB,123806
100,59,0,84,243,PCB,4516
45,41,0,35,121,PCB,135490
71,29,0,86,186,PCB,34372
23,94,45,0,162,PCM,46401
90,86,95,0,271,PCM,257
20,47,0,77,144,PCB,100443
33,44,25,0,102,PCM,104411
73,27,20,0,120,PCM,92336
81,82,0,77,240,PCB,3159
49,35,0,31,115,PCB,146056
43,79,0,20,142,PCB,104088
52,83,92,0,227,PCM,4698
91,63,22,0,176,PCM,31862
28,48,0,79,155,PCB,80800
49,87,0,86,222,PCB,11212
51,69,0,57,177,PCB,47254
95,28,0,60,183,PCB,38262
84,42,0,24,150,PCB,90973
84,70,96,0,250,PCM,2546
20,70,77,0,167,PCM,41242
64,78,75,0,217,PCM,7274
27,38,0,89,154,PCB,84155
81,94,65,0,240,PCM,2561
39,30,0,33,102,PCB,156848
84,38,0,74,196,PCB,24742
78,54,0,78,210,PCB,14906
20,55,0,76,151,PCB,88815
70,65,47,0,182,PCM,26893
53,98,0,64,215,PCB,11782
25,86,52,0,163,PCM,44055
45,54,76,0,175,PCM,31752
42,69,94,0,205,PCM,13029
44,37,0,81,162,PCB,68641
75,52,83,0,210,PCM,9380
28,30,41,0,99,PCM,106781
27,70,35,0,132,PCM,80429
44,97,50,0,191,PCM,18295
34,59,89,0,182,PCM,24927
33,47,0,55,135,PCB,114729
24,96,0,74,194,PCB,24633
41,38,0,26,105,PCB,152935
96,56,0,30,182,PCB,37762
100,67,48,0,215,PCM,7834
82,79,59,0,220,PCM,5993
81,53,0,61,195,PCB,27180
62,26,85,0,173,PCM,33293
79,86,0,40,205,PCB,18422
43,38,24,0,105,PCM,102062
51,86,20,0,157,PCM,51319
56,71,81,0,208,PCM,11420
27,94,0,25,146,PCB,98507
66,100,75,0,241,PCM,2828
53,64,0,77,194,PCB,26847
42,89,0,64,195,PCB,26129
26,93,21,0,140,PCM,71553
100,46,87,0,233,PCM,4707
68,81,0,27,176,PCB,45526
80,21,0,48,149,PCB,93158
55,22,0,52,129,PCB,126668
93,42,93,0,228,PCM,6152
42,26,85,0,153,PCM,55884
31,89,28,0,148,PCM,62167
67,95,78,0,240,PCM,3318
27,77,0,66,170,PCB,54704
21,86,0,68,175,PCB,48966
41,68,96,0,205,PCM,13074
86,46,61,0,193,PCM,19153
46,70,0,94,210,PCB,14335
100,22,41,0,163,PCM,44790
98,30,49,0,177,PCM,31512
72,37,0,76,185,PCB,36452
40,25,70,0,135,PCM,77980
28,39,41,0,108,PCM,102201
62,60,0,82,204,PCB,17960
93,61,0,50,204,PCB,19595
74,65,75,0,214,PCM,8938
23,55,26,0,104,PCM,102952
86,89,0,93,268,PCB,2165
36,69,0,87,192,PCB,28299
99,83,27,0,209,PCM,10542
84,53,28,0,165,PCM,42105
69,99,0,73,241,PCB,5950
67,83,0,58,208,PCB,17401
55,86,0,57,198,PCB,23663
67,96,0,98,261,PCB,755
98,53,82,0,233,PCM,4922
25,72,0,49,146,PCB,98911
25,35,33,0,93,PCM,108518
77,31,0,71,179,PCB,41558
55,26,94,0,175,PCM,31235
86,72,0,95,253,PCB,2016
94,30,0,78,202,PCB,19952
66,27,23,0,116,PCM,96042
31,42,25,0,98,PCM,106128
55,50,61,0,166,PCM,41281
89,69,32,0,190,PCM,20886
47,31,0,78,156,PCB,80633
33,56,52,0,141,PCM,69855
27,42,0,24,93,PCB,161504
88,92,37,0,217,PCM,6609
86,72,27,0,185,PCM,23766
42,66,0,99,207,PCB,18455
68,33,0,75,176,PCB,48037
54,92,0,96,242,PCB,5778
71,46,0,76,193,PCB,28989
79,90,80,0,249,PCM,1597
42,36,0,85,163,PCB,67754
69,32,33,0,134,PCM,77780
40,81,89,0,210,PCM,10907
71,51,42,0,164,PCM,44210
23,85,85,0,193,PCM,17711
91,52,0,27,170,PCB,57488
41,68,41,0,150,PCM,60548
92,71,21,0,184,PCM,24205
62,65,75,0,202,PCM,14516
80,49,34,0,163,PCM,44784
49,89,47,0,185,PCM,23983
61,49,0,97,207,PCB,15863
85,100,0,74,259,PCB,1082
62,66,33,0,161,PCM,45809
22,32,0,54,108,PCB,151852
84,90,0,21,195,PCB,24037
47,71,0,20,138,PCB,112356
49,56,39,0,144,PCM,67744
63,35,55,0,153,PCM,57193
96,57,0,25,178,PCB,44394
57,55,56,0,168,PCM,39145
62,93,38,0,193,PCM,18022
44,23,0,40,107,PCB,153374
58,95,0,28,181,PCB,41279
47,93,92,0,232,PCM,3631
44,49,0,78,171,PCB,52491
36,21,0,81,138,PCB,109863
66,90,88,0,244,PCM,3833
97,79,59,0,235,PCM,2952
80,57,0,50,187,PCB,33585
63,32,0,61,156,PCB,80919
40,86,66,0,192,PCM,17869
76,30,0,83,189,PCB,32069
42,56,87,0,185,PCM,23831
77,85,0,33,195,PCB,24606
46,71,62,0,179,PCM,29244
96,61,0,96,253,PCB,3797
30,59,0,73,162,PCB,67233
24,77,0,48,149,PCB,91604
32,91,0,74,197,PCB,22624
49,90,90,0,229,PCM,4968
81,65,54,0,200,PCM,14967
44,95,0,77,216,PCB,12603
28,22,72,0,122,PCM,89716
37,94,54,0,185,PCM,24635
63,34,0,89,186,PCB,36270
62,63,0,66,191,PCB,27813
53,80,35,0,168,PCM,38476
84,27,0,64,175,PCB,49133
30,46,41,0,117,PCM,95062
74,20,0,87,181,PCB,40628
42,71,0,69,182,PCB,38536
42,49,91,0,182,PCM,26128
71,82,38,0,191,PCM,19792
71,22,73,0,166,PCM,42257
84,87,33,0,204,PCM,12967
54,59,0,42,155,PCB,82461
76,88,86,0,250,PCM,1106
85,63,32,0,180,PCM,27740
84,75,60,0,219,PCM,6439
88,24,0,20,132,PCB,119736
89,92,81,0,262,PCM,1122
27,21,35,0,83,PCM,112813
39,46,0,36,121,PCB,136262
99,55,0,61,215,PCB,11610
74,77,0,43,194,PCB,25709
93,59,0,46,198,PCB,24014
92,47,81,0,220,PCM,5891
94,32,84,0,210,PCM,10527
67,74,81,0,222,PCM,6243
89,62,0,36,187,PCB,32812
93,44,65,0,202,PCM,12285
71,67,0,37,175,PCB,48394
41,71,56,0,168,PCM,40068
29,86,69,0,184,PCM,24168
26,76,0,99,201,PCB,19167
43,76,58,0,177,PCM,29885
77,41,0,21,139,PCB,110631
45,22,54,0,121,PCM,91484
21,42,23,0,86,PCM,112359
76,77,0,61,214,PCB,11931
60,48,0,44,152,PCB,86763
98,70,40,0,208,PCM,9894
54,75,0,91,220,PCB,12021
53,92,0,76,221,PCB,10750
84,95,0,84,263,PCB,1809
79,41,59,0,179,PCM,29318
93,67,0,51,211,PCB,15682
40,72,24,0,136,PCM,76073
82,60,48,0,190,PCM,19529
95,100,0,67,262,PCB,866
41,81,34,0,156,PCM,52221
62,62,99,0,223,PCM,5016
39,93,21,0,153,PCM,56240
57,45,0,73,175,PCB,48216
90,36,0,32,158,PCB,76727
27,22,0,98,147,PCB,95491
89,94,0,71,254,PCB,4179
80,81,0,99,260,PCB,3319
78,84,0,32,194,PCB,26291
73,60,91,0,224,PCM,6116
87,74,80,0,241,PCM,3379
54,57,0,52,163,PCB,67153
79,92,0,91,262,PCB,2861
74,31,84,0,189,PCM,21687
30,87,93,0,210,PCM,9764
41,29,95,0,165,PCM,42287
47,98,0,78,223,PCB,8336
27,98,100,0,225,PCM,4780
96,44,58,0,198,PCM,16136
61,27,0,58,146,PCB,96100
24,32,90,0,146,PCM,63658
33,33,26,0,92,PCM,109374
39,39,65,0,143,PCM,67582
92,40,29,0,161,PCM,46953
44,29,88,0,161,PCM,47128
93,70,85,0,248,PCM,2628
47,71,0,58,176,PCB,47420
94,28,0,22,144,PCB,102301
49,75,0,74,198,PCB,23238
26,43,0,77,146,PCB,97560
65,53,0,27,145,PCB,97407
35,34,0,70,139,PCB,107785
86,48,0,72,206,PCB,16581
89,75,73,0,237,PCM,2444
59,85,0,24,168,PCB,58085
37,93,44,0,174,PCM,33288
55,26,80,0,161,PCM,45999
90,86,0,30,206,PCB,15734
30,68,0,60,158,PCB,73978
44,39,79,0,162,PCM,46154
46,97,94,0,237,PCM,2793
39,35,98,0,172,PCM,34070
46,80,0,49,175,PCB,49289
83,78,90,0,251,PCM,3138
81,24,30,0,135,PCM,76835
35,90,0,76,201,PCB,19596
24,29,0,67,120,PCB,137812
20,92,63,0,175,PCM,33402
67,99,47,0,213,PCM,9195
37,25,28,0,90,PCM,109520
97,93,90,0,280,PCM,539
52,65,67,0,184,PCM,24887
94,62,0,85,241,PCB,3878
59,69,0,47,175,PCB,47637
62,80,0,93,235,PCB,7116
45,33,0,44,122,PCB,136261
39,72,0,87,198,PCB,24661
76,66,61,0,203,PCM,12116
95,97,0,84,276,PCB,1256
29,99,60,0,188,PCM,22125
33,28,52,0,113,PCM,97787
57,86,98,0,241,PCM,3894
33,28,0,89,150,PCB,90613
77,59,0,87,223,PCB,8697
68,76,21,0,165,PCM,43048
83,22,94,0,199,PCM,14635
37,34,0,41,112,PCB,147437
50,65,81,0,196,PCM,15247
69,94,0,66,229,PCB,7863
63,70,51,0,184,PCM,25159
38,25,59,0,122,PCM,89478
98,87,51,0,236,PCM,3927
50,77,83,0,210,PCM,9554
95,79,43,0,217,PCM,7062
90,75,82,0,247,PCM,2346
28,70,0,64,162,PCB,67868
41,43,57,0,141,PCM,71334
31,57,54,0,142,PCM,69326
99,28,77,0,204,PCM,12679
85,47,76,0,208,PCM,11646
44,98,0,82,224,PCB,7767
39,31,0,98,168,PCB,58478
43,74,23,0,140,PCM,71471
73,41,0,59,173,PCB,52893
57,32,89,0,178,PCM,28880
65,20,24,0,109,PCM,99851
44,42,0,97,183,PCB,39132
48,67,0,62,177,PCB,44368
96,53,0,45,194,PCB,26789
42,42,0,38,122,PCB,136118
51,82,39,0,172,PCM,34904
70,63,100,0,233,PCM,5089
98,33,0,58,189,PCB,29946
81,99,0,47,227,PCB,6415
38,89,0,32,159,PCB,72726
41,79,49,0,169,PCM,37693
71,50,0,22,143,PCB,104076
64,46,0,41,151,PCB,89563
55,72,0,80,207,PCB,17308
97,92,0,25,214,PCB,11140
78,87,26,0,191,PCM,18956
88,67,77,0,232,PCM,4256
74,32,62,0,168,PCM,39945
35,76,98,0,209,PCM,10038
33,46,0,66,145,PCB,97958
36,67,95,0,198,PCM,15333
83,100,0,95,278,PCB,1546
23,42,0,30,95,PCB,163690
86,80,27,0,193,PCM,17960
27,38,0,30,95,PCB,162687
92,94,59,0,245,PCM,1775
83,20,85,0,188,PCM,21146
31,65,75,0,171,PCM,35596
55,71,22,0,148,PCM,62528
22,38,0,48,108,PCB,150663
69,42,91,0,202,PCM,12689
23,24,84,0,131,PCM,82316
39,61,45,0,145,PCM,65153
25,23,65,0,113,PCM,98400
90,47,51,0,188,PCM,20393
34,98,20,0,152,PCM,57878
55,29,36,0,120,PCM,91186
35,98,0,72,205,PCB,19361
24,23,0,24,71,PCB,173541
45,40,0,28,113,PCB,147687
39,65,32,0,136,PCM,77319
89,80,0,99,268,PCB,1954
39,65,0,60,164,PCB,66448
78,41,0,75,194,PCB,26146
100,63,0,64,227,PCB,8422
91,68,40,0,199,PCM,14482
26,50,0,70,146,PCB,95971
29,27,98,0,154,PCM,54276
27,88,0,70,185,PCB,36045
80,32,0,28,140,PCB,106069
43,52,28,0,123,PCM,88594
83,43,43,0,169,PCM,38745
72,65,0,51,188,PCB,34044
90,42,75,0,207,PCM,11065
97,63,0,31,191,PCB,30442
66,99,0,95,260,PCB,683
83,72,0,43,198,PCB,21275
62,72,0,93,227,PCB,6752
91,48,100,0,239,PCM,2159
75,87,0,80,242,PCB,4719
91,70,39,0,200,PCM,13246
100,62,48,0,210,PCM,9307
70,62,64,0,196,PCM,16703
27,64,0,31,122,PCB,135884
36,79,0,81,196,PCB,23580
88,51,91,0,230,PCM,4258
67,74,41,0,182,PCM,25929
45,45,0,49,139,PCB,108400
75,61,0,54,190,PCB,31849
93,85,56,0,234,PCM,4809
84,29,96,0,209,PCM,9638
21,48,0,91,160,PCB,71235
52,23,91,0,166,PCM,41233
94,63,46,0,203,PCM,14028
34,96,0,67,197,PCB,24161
63,43,0,67,173,PCB,50780
55,49,0,81,185,PCB,35330
43,85,0,38,166,PCB,60808
34,76,92,0,202,PCM,14507
91,73,44,0,208,PCM,10325
73,34,81,0,188,PCM,21645
58,78,39,0,175,PCM,31788
61,79,0,59,199,PCB,23889
54,61,0,27,142,PCB,104415
87,50,88,0,225,PCM,5392
78,41,0,23,142,PCB,102824
34,35,51,0,120,PCM,92526
35,97,87,0,219,PCM,6287
22,83,0,70,175,PCB,49399
93,75,34,0,202,PCM,13726
99,50,53,0,202,PCM,13311
36,65,25,0,126,PCM,87136
38,90,0,64,192,PCB,26832
61,64,0,69,194,PCB,26420
45,88,0,75,208,PCB,15874
30,89,45,0,164,PCM,43182
95,88,0,38,221,PCB,8397
97,65,0,52,214,PCB,13962
89,33,83,0,205,PCM,10921
92,67,0,33,192,PCB,28682
74,70,72,0,216,PCM,9090
60,68,48,0,176,PCM,32242
31,71,55,0,157,PCM,52825
24,90,84,0,198,PCM,16273
38,79,90,0,207,PCM,11191
21,83,84,0,188,PCM,22449
100,45,0,40,185,PCB,35388
20,100,0,32,152,PCB,87329
54,67,100,0,221,PCM,5508
20,33,76,0,129,PCM,84203
59,46,54,0,159,PCM,48428
82,61,22,0,165,PCM,42604
37,32,0,43,112,PCB,146579
29,46,54,0,129,PCM,84166
51,94,0,47,192,PCB,27662
87,99,0,58,244,PCB,5036
68,47,61,0,176,PCM,31730
81,45,21,0,147,PCM,64079
100,82,0,97,279,PCB,2122
72,71,71,0,214,PCM,9685
34,70,0,25,129,PCB,123998
67,25,100,0,192,PCM,17870
22,89,0,100,211,PCB,14679
92,100,76,0,268,PCM,1743
52,53,77,0,182,PCM,25541
23,40,0,57,120,PCB,139761
54,89,0,60,203,PCB,20002
91,21,0,88,200,PCB,22416
61,52,0,62,175,PCB,49283
23,53,0,60,136,PCB,114464
72,26,0,86,184,PCB,37536
42,21,79,0,142,PCM,70523
71,44,0,62,177,PCB,46427
29,35,82,0,146,PCM,65093
28,99,0,27,154,PCB,82373
76,46,67,0,189,PCM,20920
27,89,31,0,147,PCM,62926
84,22,45,0,151,PCM,59954
77,90,0,49,216,PCB,11193
46,56,0,27,129,PCB,126104
20,28,28,0,76,PCM,114440
64,38,53,0,155,PCM,55191
74,83,97,0,254,PCM,1335
66,48,0,28,142,PCB,105809
92,78,0,50,220,PCB,9636
70,61,83,0,214,PCM,9512
81,88,39,0,208,PCM,10262
78,36,0,60,174,PCB,50241
53,98,45,0,196,PCM,15822
72,52,0,84,208,PCB,16095
85,46,0,40,171,PCB,54235
45,40,0,26,111,PCB,148725
43,81,40,0,164,PCM,44030
20,76,0,38,134,PCB,119185
35,66,0,81,182,PCB,37468
74,88,67,0,229,PCM,5906
41,54,0,63,158,PCB,74340
78,40,96,0,214,PCM,8245
72,36,0,70,178,PCB,46069
95,81,86,0,262,PCM,1649
58,49,92,0,199,PCM,14171
29,98,84,0,211,PCM,9048
49,38,0,84,171,PCB,53999
45,32,0,94,171,PCB,53844
66,32,0,27,125,PCB,130619
94,88,0,89,271,PCB,1426
63,59,67,0,189,PCM,21761
81,66,45,0,192,PCM,19332
64,97,0,31,192,PCB,29559
74,100,32,0,206,PCM,10569
51,56,0,75,182,PCB,37857
83,47,61,0,191,PCM,20670
67,54,46,0,167,PCM,39401
24,44,0,69,137,PCB,112210
65,25,37,0,127,PCM,86975
20,77,71,0,168,PCM,39739
51,70,23,0,144,PCM,68338
58,86,33,0,177,PCM,29914
22,84,0,24,130,PCB,124146
32,23,0,27,82,PCB,168590
60,72,0,36,168,PCB,60218
57,80,0,21,158,PCB,77493
94,20,96,0,210,PCM,8983
54,24,37,0,115,PCM,96612
43,47,86,0,176,PCM,30361
50,56,74,0,180,PCM,27158
92,77,0,41,210,PCB,13562
70,50,0,98,218,PCB,12321
51,22,27,0,100,PCM,105370
66,58,0,29,153,PCB,86251
78,52,54,0,184,PCM,24550
84,59,85,0,228,PCM,4537
41,98,70,0,209,PCM,10537
99,80,0,53,232,PCB,7557
90,67,0,65,222,PCB,8773
32,28,0,44,104,PCB,154040
39,54,0,22,115,PCB,145778
83,77,51,0,211,PCM,10115
92,99,98,0,289,PCM,1
97,97,36,0,230,PCM,4654
74,60,0,68,202,PCB,21532
67,46,50,0,163,PCM,45493
79,88,74,0,241,PCM,4096
20,59,99,0,178,PCM,29850
89,54,75,0,218,PCM,6699
58,75,31,0,164,PCM,44539
78,26,23,0,127,PCM,86931
81,68,60,0,209,PCM,9701
47,69,0,87,203,PCB,17931
77,74,0,90,241,PCB,5604
45,54,41,0,140,PCM,72863
64,66,73,0,203,PCM,13658
80,75,78,0,233,PCM,4225
70,23,43,0,136,PCM,75801
24,47,33,0,104,PCM,102469
32,87,0,56,175,PCB,49197
63,87,78,0,228,PCM,4407
73,51,0,73,197,PCB,23373
78,73,26,0,177,PCM,30308
50,38,79,0,167,PCM,41263
58,61,70,0,189,PCM,20470
80,81,75,0,236,PCM,4304
83,52,0,88,223,PCB,9771
48,98,84,0,230,PCM,5828
42,98,0,70,210,PCB,15752
79,73,76,0,228,PCM,4999
97,96,94,0,287,PCM,1303
70,93,60,0,223,PCM,7286
74,80,67,0,221,PCM,5495
73,99,0,85,257,PCB,2502
68,51,73,0,192,PCM,19936
95,49,0,75,219,PCB,9607
46,31,98,0,175,PCM,31519
28,61,79,0,168,PCM,38689
51,99,0,23,173,PCB,50979
68,37,0,95,200,PCB,20939
30,48,86,0,164,PCM,42700
25,79,0,39,143,PCB,104280
87,92,65,0,244,PCM,2926
90,79,61,0,230,PCM,5089
34,29,91,0,154,PCM,56248
45,45,77,0,167,PCM,39369
80,72,0,67,219,PCB,9224
75,27,0,32,134,PCB,116907
82,95,90,0,267,PCM,905
69,88,0,63,220,PCB,9766
60,45,0,81,186,PCB,32938
78,26,83,0,187,PCM,21420
74,27,72,0,173,PCM,34229
79,37,0,68,184,PCB,35809
55,84,39,0,178,PCM,28867
86,93,33,0,212,PCM,9278
70,67,0,54,191,PCB,29431
45,37,80,0,162,PCM,47046
27,96,55,0,178,PCM,29773
35,32,0,47,114,PCB,145126
38,67,0,93,198,PCB,23751
96,57,98,0,251,PCM,1228
54,99,40,0,193,PCM,19295
48,47,0,52,147,PCB,94280
41,76,0,26,143,PCB,103483
68,79,0,96,243,PCB,5599
93,31,61,0,185,PCM,23440
31,21,71,0,123,PCM,89350
47,71,23,0,141,PCM,69722
32,99,29,0,160,PCM,47761
76,79,0,50,205,PCB,16972
38,26,0,32,96,PCB,161354
97,51,0,38,186,PCB,34204
31,55,0,60,146,PCB,98215
69,43,0,56,168,PCB,57786
21,55,93,0,169,PCM,38116
92,94,0,27,213,PCB,11934
65,59,0,71,195,PCB,25359
58,50,54,0,162,PCM,45541
37,88,0,73,198,PCB,23649
74,88,78,0,240,PCM,3379
55,89,95,0,239,PCM,2409
33,58,60,0,151,PCM,58390
80,25,0,41,146,PCB,98813
50,62,47,0,159,PCM,49219
57,97,0,93,247,PCB,2650
54,42,26,0,122,PCM,90660
50,73,0,39,162,PCB,68084
97,49,22,0,168,PCM,40247
56,49,0,53,158,PCB,77375
96,87,0,70,253,PCB,1487
62,46,29,0,137,PCM,74542
69,57,34,0,160,PCM,48537
95,74,0,44,213,PCB,12188
51,32,26,0,109,PCM,99953
35,59,0,64,158,PCB,76867
31,22,0,92,145,PCB,100716
21,34,0,56,111,PCB,148751
21,43,26,0,90,PCM,110983
88,23,0,68,179,PCB,43031
32,62,0,74,168,PCB,58212
89,54,31,0,174,PCM,32486
78,80,0,72,230,PCB,5695
84,70,0,94,248,PCB,3255
61,20,40,0,121,PCM,91579
22,41,0,72,135,PCB,114681
38,58,0,50,146,PCB,96277
82,22,28,0,132,PCM,80230
53,66,69,0,188,PCM,20524
62,46,22,0,130,PCM,82472
85,22,0,60,167,PCB,62200
67,71,90,0,228,PCM,5880
46,27,48,0,121,PCM,90496
71,60,93,0,224,PCM,5975
23,95,0,97,215,PCB,12319
54,81,0,42,177,PCB,45868
91,55,0,43,189,PCB,31494
34,39,0,90,163,PCB,67918
64,25,92,0,181,PCM,28014
44,72,0,81,197,PCB,22406
73,57,0,68,198,PCB,23094
56,42,0,30,128,PCB,127773
59,62,94,0,215,PCM,8679
100,37,0,74,211,PCB,14316
52,47,94,0,193,PCM,17752
24,69,0,93,186,PCB,35419
89,47,0,92,228,PCB,9319
74,80,73,0,227,PCM,5701
96,71,0,44,211,PCB,15090
40,61,60,0,161,PCM,46155
70,43,0,70,183,PCB,39170
74,80,0,76,230,PCB,7662
40,83,37,0,160,PCM,49084
88,79,69,0,236,PCM,3972
82,24,37,0,143,PCM,68997
63,54,66,0,183,PCM,24410
93,39,34,0,166,PCM,41240
29,99,0,32,160,PCB,71396
51,88,33,0,172,PCM,36189
47,75,77,0,199,PCM,14021
46,70,0,61,177,PCB,46645
72,55,37,0,164,PCM,44756
72,81,0,46,199,PCB,23318
55,94,69,0,218,PCM,6245
34,59,0,87,180,PCB,41785
61,77,0,66,204,PCB,19303
51,31,81,0,163,PCM,44230
100,39,0,36,175,PCB,48555
93,50,94,0,237,PCM,2684
46,57,0,49,152,PCB,86273
21,25,28,0,74,PCM,114801
44,25,0,80,149,PCB,93127
58,33,0,60,151,PCB,87991
31,74,97,0,202,PCM,12798
75,84,96,0,255,PCM,2386
84,38,31,0,153,PCM,55676
85,31,0,64,180,PCB,41803
95,67,0,65,227,PCB,8407
56,97,67,0,220,PCM,6521
25,88,62,0,175,PCM,32842
89,62,52,0,203,PCM,13720
44,27,49,0,120,PCM,92596
76,29,0,66,171,PCB,55925
31,40,0,86,157,PCB,77039
67,85,0,46,198,PCB,22776
66,64,0,31,161,PCB,71469
43,53,84,0,180,PCM,27451
33,79,70,0,182,PCM,25457
34,77,50,0,161,PCM,47921
44,52,32,0,128,PCM,85572
25,52,0,86,163,PCB,66899
79,45,48,0,172,PCM,34008
36,59,0,88,183,PCB,38242
44,23,0,57,124,PCB,131575
83,65,85,0,233,PCM,3714
41,87,40,0,168,PCM,39179
68,35,0,35,138,PCB,112555
41,57,48,0,146,PCM,64173
21,70,0,85,176,PCB,47622
89,25,0,24,138,PCB,112328
80,70,0,82,232,PCB,6096
88,20,100,0,208,PCM,10891
62,37,71,0,170,PCM,36985
58,81,32,0,171,PCM,35211
75,44,39,0,158,PCM,50985
33,93,0,49,175,PCB,46871
50,47,51,0,148,PCM,62899
42,76,0,77,195,PCB,24306
63,90,0,58,211,PCB,15248
91,81,77,0,249,PCM,3122
28,24,0,57,109,PCB,150891
81,84,0,45,210,PCB,13623
22,26,90,0,138,PCM,75079
23,28,0,60,111,PCB,148952
56,56,82,0,194,PCM,16466
69,66,0,76,211,PCB,14731
47,29,37,0,113,PCM,96842
73,90,75,0,238,PCM,2551
59,72,0,56,187,PCB,33654
29,90,38,0,157,PCM,51936
37,27,76,0,140,PCM,70692
94,42,0,24,160,PCB,72529
50,51,78,0,179,PCM,29405
59,76,61,0,196,PCM,15479
52,33,0,49,134,PCB,116984
83,87,0,29,199,PCB,21153
40,75,71,0,186,PCM,22917
74,99,0,98,271,PCB,670
20,88,0,69,177,PCB,45841
48,66,0,70,184,PCB,37027
83,46,0,65,194,PCB,26324
52,73,0,96,221,PCB,10116
95,86,0,35,216,PCB,13469
82,56,0,21,159,PCB,74651
75,50,33,0,158,PCM,50592
100,63,52,0,215,PCM,7715
56,87,0,97,240,PCB,6103
64,89,41,0,194,PCM,18010
21,99,27,0,147,PCM,63307
45,80,0,83,208,PCB,16755
69,53,38,0,160,PCM,49226
69,45,89,0,203,PCM,12334
58,46,26,0,130,PCM,81815
89,46,0,60,195,PCB,24190
99,88,0,39,226,PCB,8719
99,92,0,63,254,PCB,3449
58,41,0,39,138,PCB,110442
71,25,56,0,152,PCM,56456
62,93,40,0,195,PCM,16796
45,66,0,97,208,PCB,15998
26,37,0,68,131,PCB,122208
82,74,0,67,223,PCB,7441
29,36,28,0,93,PCM,108356
50,80,0,90,220,PCB,10762
93,92,0,98,283,PCB,1876
59,63,0,90,212,PCB,12477
91,69,0,98,258,PCB,2549
50,95,0,94,239,PCB,3213
64,78,35,0,177,PCM,30847
59,43,0,52,154,PCB,82129
26,75,0,67,168,PCB,57509
80,43,27,0,150,PCM,60453
100,85,0,87,272,PCB,805
81,65,0,83,229,PCB,6025
83,56,53,0,192,PCM,19071
77,52,31,0,160,PCM,48633
64,25,0,92,181,PCB,41552
76,81,39,0,196,PCM,16017
42,70,53,0,165,PCM,42680
50,31,0,24,105,PCB,153040
89,64,73,0,226,PCM,5965
29,47,0,61,137,PCB,114324
41,94,94,0,229,PCM,5864
98,84,26,0,208,PCM,9836
64,33,84,0,181,PCM,26165
23,40,30,0,93,PCM,109720
89,25,27,0,141,PCM,70139
29,44,0,50,123,PCB,132599
52,70,0,25,147,PCB,95969
40,20,75,0,135,PCM,76403
63,71,68,0,202,PCM,13691
21,52,0,81,154,PCB,83354
44,92,0,73,209,PCB,16248
85,70,35,0,190,PCM,21266
64,24,49,0,137,PCM,76155
45,65,61,0,171,PCM,35068
42,32,45,0,119,PCM,93259
100,23,71,0,194,PCM,16697
99,85,0,53,237,PCB,5305
30,89,48,0,167,PCM,40412
22,94,42,0,158,PCM,51532
97,70,64,0,231,PCM,4704
72,67,0,95,234,PCB,5625
81,84,86,0,251,PCM,1681
29,98,0,86,213,PCB,11910
83,92,77,0,252,PCM,2153
91,74,0,70,235,PCB,7481
55,84,0,80,219,PCB,9922
73,80,48,0,201,PCM,13149
